FRST_REGIST_PNTTM,TURSM_URL,DIST_NM,DIST_TREE_NM,BASIC_URL,GCCT_URL,RPRSNTV_NM,FULLDIST_NM,ORGNZT_URL,DIST_CODE,DIST_CHARTR,FNANC_URL,DIST_ENNM,HP_NM,PLAN_URL,DIST_BIRD_NM,SYMBOL_URL,DIST_ADRES,HP_URL,AR_MG,POPLTN_CO,DIST_BASIC,DIST_FLOWER_NM,NEWS_URL,USE_AT,ASMBLY_URL,NRSTKR_CODE,RPRSNTV_RSPOFC,RPRSNTV_URL,DIST_MASCOT_NM
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.suyeong.go.kr/tour/,부산광역시 수영구,곰솔나무,http://www.suyeong.go.kr/index.suyeong?menuCd=DOM_000000104003001001,,강성태,부산광역시 수영구,http://www.busan.go.kr/gugunpublic01,2650000000,"1. 배산임해(背山臨海)의 쾌적한 주거환경을 갗춘 전형적인 주택밀집지역
2. 광안리해수욕장, 광안대교, 수변공원 등의 자원을 지닌 해양관광도시
3. 좌수영성지, 25의용사, 수영야류 등 유․무형 문화재가 많은 역사와 충절의 고향
4. KBS․MBC 소재 및 지하철 2․3호선 관통 등 문화와 교통의 요충지",http://www.suyeong.go.kr/finance/index.suyeong?menuCd=DOM_000000901004001000,Suyeong-gu,수영구청,http://www.suyeong.go.kr/board/list.suyeong?boardId=BBS_0000112&menuCd=DOM_000000103002001000&contentsSid=228,동박새,http://www.suyeong.go.kr/index.suyeong?menuCd=DOM_000000104002005000,(48305) 부산광역시 수영구 남천동로100 (남천동),http://www.suyeong.go.kr,10.21,"174,086","수영구는 부산광역시 동남부에 있으며 동쪽은 해운대구와 수영만, 서쪽은 연제구와 부산진구, 남쪽은 남구, 북쪽은 연제구·해운대구와 접한다. 면적은 10.16㎢. 인구는 17만 8천여명이고, 현재 10개 동을 관할한다.

삼한시대에는 변한에 소속되었다가 그뒤 거칠산국에 소속되었으며, 삼국시대에는 신라 영토가 되어 대증현에 소속되었다. 경덕왕 때 대증현이 동평현(東平縣)으로 이름이 바뀌었다. 1018년(현종 9) 동평현이 양주군의 속현이 되었다가 1397년(조선 태조 6) 동래진에, 영조 때 동래부(1547년 설치) 동면과 남촌면에 소속되었으며, 1914년 동래군 서하면, 용주면, 남면에 소속되었다. 1936년 동래군 용주면, 남면 일부가 부산부로 편입되었으며, 부산진출장소를 새로 두면서 그 관할 구역으로 편입되었다. 1942년 동래군 수영, 해운대 일부가 부산부에 편입됨에 따라 수영출장소가 설치되었다. 1949년 시제 실시로 부산시에 속하였으며, 1953년 부산시 대연출장소가 설치되었다. 1957년 구제 실시로 부산진구 대연출장소와 동래구 수영출장소로 개편되었다가 1973년 부산시직할 대연출장소로 승격되었다. 1975년 부산직할시 남구로 승격되었으며, 1995년 기존의 남구가 분구되면서 수영구가 신설되었다.
",함박꽃,http://www.suyeong.go.kr/board/list.suyeong?boardId=BBS_0000001&menuCd=DOM_000000103001001000&contentsSid=221,Y,http://www.suyeong.go.kr/council/,1,구청장,http://www.suyeong.go.kr/ceo/index.suyeong,수아와 영이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.sasang.go.kr/tour/,부산광역시 사상구,소나무,https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000104003006000,,조병길,부산광역시 사상구,http://www.busan.go.kr/gugunpublic01,2653000000,"1. 부산경제 중심도시 : 부산최대 공업지역을 보유한 산업․물류․유통 중심지
2. 광역교통 거점도시 : 공항․항만․육로가 입체적으로 연결된 서부산의 관문
3. 생태환경 강변도시 : 천혜의 자연생태계 보고인 광활한 낙동강 둔치 보유 ",https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000101006003017&cpath= ,Sasang-gu,사상구청,http://www.sasang.go.kr/board/list.sasang?boardId=BBS_0000101&menuCd=DOM_000001205000000000&contentsSid=1238&cpath=%2Febook,까치,https://www.sasang.go.kr/index.sasang?menuCd=DOM_000000104001007000,(우)46985 부산광역시 사상구 학감대로242(감전동 138-8),http://www.sasang.go.kr,36.09,"202,376","사상구는 부산광역시 서부에 있으며 동쪽은 부산진구, 서쪽은 강서구, 남쪽은 사하구와 서구, 북쪽은 북구와 접한다. 면적 36.06㎢. 인구 25만 4695명이고 행정구역은 현재 12개 동을 관할한다.
삼한시대에는 변한 거칠산국(장산국)이었고, 가야시대에는 금관가야에 속했으며, 탈해왕 때 신라에 병합되었다. 505년(신라 지증왕 6) 거칠산군 대증현에 예속되었으며, 757년(신라 경덕왕 16) 동래군 동평현에 예속되었다. 983년(고려 성종 2) 상주목에 예속되었으며, 1021년(현종 13) 양산군 동평현에 예속되었다. 1405년(조선 태종 5) 동래현의 속현이 되었으며, 1547년(명종 2) 동래부 관할 아래에 들어갔다. 1914년 동래군 사상면이 되었고, 1963년 부산이 정부직할시로 승격되면서 부산진구 사상출장소 관할 아래에 들어갔으며, 1975년 구포출장소와 통합하여 시직할 출장소가 설치되었다. 1978년 북구가 설치되었으며, 1995년 북구에서 분구되어 지금에 이른다.",철쭉꽃,"https://www.sasang.go.kr/news/index.sasang
",Y,http://www.sasang.go.kr/council/index.sasang,1,구청장,https://www.sasang.go.kr/mayor/index.sasang,신바람이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.gijang.go.kr/tour/index.gijang,부산광역시 기장군,해송,https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000105006003000,,정종복,부산광역시 기장군,http://www.busan.go.kr/gugunpublic01,2671000000,"1. 고속도로, 철도 등 주요간선도로 완비로 대도심권 접근성 양호
2. 산과 바다가 어우러진 천혜의 자연환경을 이용한 관광지 개발 최적지
3. 택지개발 사업 및 산업단지 조성에 따른 정주형 자족도시로 성장
",https://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101003003016&cpath= ,Gijang-gun,기장군청,http://www.gijang.go.kr/index.gijang?menuCd=DOM_000000101004001000,갈매기,http://www.gijang.go.kr/index.gijang?menuCd=DOM_000000105003005000,"(46077) 부산광역시 기장군 기장읍 기장대로 560
(신천리 1)",https://www.gijang.go.kr/index.gijang,218.27,"178,347","기장군은 부산광역시 북동쪽에 있으며 동쪽은 동해, 서쪽은 경상남도 양산시·금정구, 남쪽은 해운대구, 북쪽은 울산광역시·양산시와 접하고 있다. 면적 218.06㎢. 인구 9만 7622명이고 현재 2개 읍과 3개 면을 관할하고 있다. 

505년(신라 지증왕 6)에 갑화양곡현(甲火良谷縣)이라 불렀고, 685년(신문왕)에 삽양주에 편입되었다. 757년(경덕왕 16)에 기장현으로 개칭하였으며, 995년(고려 성종 14)에 영동도의 소관으로 경주목·양주군에 속하게 되었다. 1304년(충렬왕 30)에 양산군에 속하였고, 1394년(조선 태조 3)에 경상도 기장현에 편입되었다. 1599년(선조 32)에 폐현되어 남쪽은 동래현에, 북쪽은 울산군에 편입되어 울산군의 하미면으로 불리다가 1617년(광해군 9) 다시 기장현이 되었다. 1914년에 조선총독부령으로 기장군이 폐지되고 동래군에 속하여 기장면·장안면·일광면·정관면·철마면의 5개 면으로 개편되었다. 1973년 동래군이 폐지되면서 양산군과 병합, 1980년에는 기장면이 기장읍으로, 1985년에는 장안면이 장안읍으로 승격되었다. 1986년 양산군 동부출장소가 설치되어 기장읍·장안읍의 2개 읍과 일광면·정관면·철마면의 3개 면을 관할하였고, 1995년 기장군이 설치되어 부산광역시에 편입되었다.
",진달래,http://www.gijang.go.kr/board/list.gijang?boardId=BBS_0000002&menuCd=DOM_000000101001001000&contentsSid=12&cpath=,Y,http://council.gijang.go.kr,1,군수,https://www.gijang.go.kr/mayor/index.gijang,뜨미와 나미
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://tour.daegu.go.kr,대구광역시,전나무,http://www.daegu.go.kr/index.do?menu_id=00000248,http://www.xn--2e0bu9hsujd1k8xofxc.kr/,홍준표,대구광역시,https://www.daegu.go.kr/public/index.do?menu_id=00939680,2700000000,"1.민족 유교사상의 원류와 맥을 전승하는 영남 문화의 중심지

2. 세계 일류를 지향하는 국토동남권의 경제 교통요충지이며 기업하기 좋은 과학기술?문화도시

3. 현대사의 구국운동과 조국근대화를 주도했던 걸출한 인재의 고장

4. 2011세계육상선수권대회 유치 도시",https://jumin.daegu.go.kr/budget/disclosure/disclosureLocal.do,Daegu Metropolitan City,대구광역시청,https://www.daegu.go.kr/public/index.do?menu_id=00934040,독수리,http://www.daegu.go.kr/index.do?menu_id=00000272,&#40;41911&#41; 대구광역시 중구 공평로 88&#40;동인동1가&#41;,http://www.daegu.go.kr,883.49,"2,373,844","  대구광역시의 면적은 884.07㎢, 인구는 2009년 12월말기준 250만 9,187명입니다. 행정구역은 7구 1군 3읍 6면 134동으로 이루어져 있다. 1601년에 경상감영이 설치된 이후 400여년간 영남의 중추 도시이며 행정·문화·교육·예술의 중심지로서 국가발전에 크게 기여해 왔다.

  대구는 70~80년대 국가 경제를 주도한 근대산업의 발원지로써, 서울과 99분에 연결되는 KTX 및 전국을 연결하는 7개 고속도로가 통과하는 최고의 교통요충지이며, 포항, 울산, 구미, 창원, 부산 등 세계 최대의 IT 및 철강, 자동차, 조선산업 단지와 접하고 있어, 우리나라 동남권을 포괄하는 교육, 금융, 엔터테인먼트 산업의 허브도시입니다.

  또한, DGIST 등 6개 정부 출연연구소와 9개 기술혁신 지원기관, 24개 지방과학기술연구센터 및 대구권 52개 대학에서 연간 7만여명의 고급 인력을 배출하는 교육도시로써, 국가 정책기조인 ‘저탄소녹색성장’에 발 맞추어 신재생에너지산업과 첨단의료복합단지 조성을 통해 ‘첨단지식산업도시 대구’로 변화해 가고 있습니다.

아울러, 대구는 2002년 월드컵경기, 2003년 하계유니버시아드 대회를 성공리에 개최하였고, 2010년 세계소방관대회, 2011년 세계육상선수권대회, 2012년 세계곤충학회, 2013년 세계에너지총회 등 대규모 국제행사를 유치한 역량있는 글로벌시티로 힘차게 도약해 나가고 있습니다.",목련,http://www.daegu.go.kr/index.do?menu_id=00000854&menu_link=/icms/bbs/selectBoardList.do?bbsId=BBS_00029,Y,http://council.daegu.go.kr,1,시장,http://mayor.daegu.go.kr/index.do,패션이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.jung.daegu.kr/new/culture/,대구광역시 중구,느티나무,http://www.jung.daegu.kr/new/pages/happiness/page.html?mc=1127,,류규하,대구광역시 중구,https://www.daegu.go.kr/public/index.do?menu_id=00939680,2711000000,"1. 교통상건의 요충지 : 도심관리기능 증대



2. 대구상권의 중심지 : 주간 활동인구 과밀



3. 정보화 추진 전진 기지 : 금융, 유통, 행정기관 밀집



4. 역사 문화유산 산재 : 문화, 예술, 관광 중심

",https://www.jung.daegu.kr/new/pages/administration/page.html?mc=2340,Jung-gu,중구청,https://www.jung.daegu.kr/new/pages/administration/page.html?mc=0166,백로,http://www.jung.daegu.kr/new/pages/happiness/page.html?mc=0055,&#40;41908&#41; 대구광역시 중구 국채보상로 139길1&#40;동인동2가&#41;,http://jung.daegu.kr,7.06,"89,685","중구는 대구광역시 중앙에 위치하고 있으며 동쪽은 동구․수성구, 서쪽은 서구, 남구, 북쪽은 북구와 저하고 있습니다. 면적은 7.08㎢, 인구 7만 7,277명이고 13개 동을 관할하고 있습니다.



  



대구의 중심에 있는 중구는 대구 발생의 중심지라 할 수 있습니다. 1601년 경상감영이 설치되면서 중구 지역을 중심으로 시가지가 형성된 것이 오늘날의 대구로 발달하게 되었습니다. 1954년 대구시 종부․종로출장소 설치, 1963년 구제 실시로 대구시 중구로 승격되었고, 1981년 대구직할시 중구로 승격, 1995년 대구광역시 중구로 명칭이 변경되었습니다. 

",백일홍,http://www.jung.daegu.kr/new/pages/administration/page.html?mc=0157,Y,http://www.junggucouncil.daegu.kr,1,구청장,http://www.jung.daegu.kr/new/head/pages/main/index.html,없음
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://www.dong.daegu.kr/tour/main.do,대구광역시 동구,고로쇠,https://dong.daegu.kr/portal/staff/list.do?deptCode=34202000000&mid=0601060100&token=1706162462754,,윤석준,대구광역시 동구,https://www.daegu.go.kr/public/index.do?menu_id=00939680,2714000000,"1. 대구의 관문 기능을 수행하는 교통의 요충지로세계로 열린 성장 거점도시



2. 맑은물, 수려한 자연경관 등 천혜의 자원이 풍부한 문화 관광도시



3. 대구지역의 산업기술 혁신과 고부가 가치를 창출하는 정보지식 기반도시



4. 팔공 이노밸리와 봉무 이시아폴리스가?조성 어 동대구 역세권 개발이 가시화 되고 있는 대구의 신중심 ",https://www.dong.daegu.kr/portal/contents/budgetList.do?mid=0503010000&token=1706162562207,Dong-gu,동구청,https://www.dong.daegu.kr/portal/board/post/list.do?bcIdx=562&mid=0606120000&token=1706162844872,까치,https://www.dong.daegu.kr/portal/contents.do?mid=0601010000,"&#40;우&#41; 41185, 대구광역시 동구 아양로207&#40;신암동&#41;",http://www.dong.daegu.kr,182.14,"342,703","동구는 대구광역시 동북부에 있으며 동쪽은 영천시·경산시, 서쪽은 북구, 남쪽은 중구·수성구, 북쪽은 군위군·칠곡군과 접한다. 면적 182.35㎢. 인구 33만 1421명이고 현재 20개 행정동으로 되어 있다.







달구화현 또는 달불성, 대구, 대구군 등으로 불리던 이 지역은 1938년 대구부 동부출장소가 설치되었고, 1949년 대구시 동부출장소가 되었으며 1957년 동촌출장소가 설치되었다. 1936년 구제실시에 따라 동부출장소와 동촌출장소를 통합하여 동구로 승격하였다. 1980년 동구에서 수성구가 분구되면서 동촌출장소가 폐지되었고 1981년 직할시 승격과 동시에 경산군 안심읍과 달성군 공산면이 편입되었으며 1995년 대구광역시 동구가 되었다.



",철쭉,https://www.dong.daegu.kr/portal/board/post/list.do?bcIdx=500&mid=0201010000&token=1706162215124,Y,http://www.donggucl.daegu.kr,1,구청장,https://www.dong.daegu.kr/mayor/main.do,팔공군과 금호랑
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.dgs.go.kr/tour/,대구광역시 서구,소나무,https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=10953,,류한국,대구광역시 서구,https://www.daegu.go.kr/public/index.do?menu_id=00939680,2717000000,"1. 대구의 중서부 교통요충지

- 경부, 구마, 88, 중앙고속도로의 관문

2. 대단위 공업단지 조성

- 섬유산업, 염색공단 등

3. 주거환경개선지구 산재

- 기반시설 수요증가",https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=1284163&,Seo-gu,서구청,https://www.dgs.go.kr/dgs/commu/page.php?mnu_uid=1283912,까치,https://www.dgs.go.kr/dgs/intro/page.php?mnu_uid=10940,&#40;우&#41;41777 대구광역시 서구 국채보상로 257&#40;평리동&#41;,http://www.dgs.go.kr,17.33,"164,513","서구는 대전광역시 중심부와 서쪽에 있으며 북쪽과 서쪽은 유성구, 동쪽은 중구, 남쪽은 금산군·논산시와 접한다. 면적 17.52㎢. 인구 22만 5193명이고 행정구역은 7개동으로 되어 있다.



?백제 때에는 노사지현에 속했으며 신라 때에는 유성현, 고려 때에는 공주부에 속하였다. 1895년&#40;조선 고종 32&#41; 행정구역 개편에 의해 공주군, 회덕군, 진잠군의 각 일부 지역이었다가 1914년 행정구역 개혁 때 대전군에 편입되었다. 1931년 대전읍 대덕군 유천면에 속하였고 1935년 대전부로 승격하였고 1949년 대전시로 개편되었다. 1962년 대전시 지역 확장에 따라 대덕군 유천면 지역이었던 일부 리를 편입하고 리를 법정동명으로 불렀다. 1977년 중구에 속했으며 1983년 기성면의 관저리, 도안리, 가수원리가 편입되었다. 1988년 중구를 분리하여 14개동으로 서구를 신설하였다. 이후 1998년까지 몇 개의 동이 추가로 편입 및 분동되면서21개 동에 이르렀다. 2003년 가수원동에서 분동하여 관저동을 개소해 현재 22개동 을 관할하고 있다.

",진달래,https://www.dgs.go.kr/dgs/commu/page.php?mnu_uid=987,Y,http://www.dgscouncil.go.kr/,1,구청장,http://www.dgs.go.kr/mayor/,도약이와 미래
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://nam.daegu.kr/tour/index.do,대구광역시 남구,이팝나무,https://nam.daegu.kr/index.do?menu_id=00000945,,조재구,대구광역시 남구,https://nam.daegu.kr/index.do?menu_id=00003391,2720000000,"1. 대구의 중심부에 위치
2. 천혜의 자연공원 앞산과 대구의 젖줄인 신천을끼고 전형적인 도심 주거지가 함께 어우러진 유서 깊은 교육문화의 도시
3. 산업구조 고도화와 쾌적한 환경, 풍요로운 문화가 공존하는 살고 싶은 정주 공간을 지향
4. 장래 미군기지 이전과 더불어 혁신적인 도시 발전 잠재력을 보유 ",https://nam.daegu.kr/index.do?menu_id=00204719,Nam-gu,남구청,https://nam.daegu.kr/index.do?menu_id=00001752,까치,https://nam.daegu.kr/index.do?menu_id=00000938,"(42429) 대구광역시 남구 이천로 51
(봉덕동 565-5)",http://nam.daegu.kr,17.43,"138,806","남구는 대구광역시 중앙에 있으며. 동쪽은 수성구, 서쪽은 달서구, 남쪽은 수성구·달서구·달성군, 북쪽은 중구와 접한다. 면적 17.45㎢. 인구 17만 1873명이다. 행정구역은 13개동 을 관할한다.

대구군, 대구현, 대구도호부 등으로 불리던 이 지역은 1895년 대구군, 1910년 대구부가 되었고, 1938년 대구부에 봉덕동과 대명동을 관장하는 동부출장소가 설치되었다. 1949년 대구시로 개칭, 1951년 대구시 남부출장소가 설치되었으며, 1963년 구제 실시로 대구시 남구출장소 일원이 남구로 승격, 1981년 대구직할시 남구, 1995년 대구광역시 남구가 되었다.
",개나리,http://nam.daegu.kr/;jsessionid=6492B46DF868DAAF94F7361998512733.tomcat1?menu_id=00000848&menu_link=/icms/bbs/selectBoardList.do?bbsId=BBSMSTR_000000000591,Y,https://nam.daegu.kr/council/index.do,1,구청장,https://nam.daegu.kr/wardhead2018/index.do,없음
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://www.buk.daegu.kr/tour/index.do,대구광역시 북구,은행나무,http://www.buk.daegu.kr/index.do?menu_id=00000259,,배광식,대구광역시 북구,http://www.buk.daegu.kr/index.do?menu_id=00000127,2723000000,"1. 경부 , 중앙 ,구마 등 고속도로망 연결, 지역최대 물류단지인 종합유통단지 조성 등교통 , 물류의 중심지
2. EXCO, 오페라하우스 , 북구문화예술회관,경북대, 시민운동장, 대구실내체육관 등 문화,교육,체육 인프라 우수
3. 공단 검단공단 등 관내 7천여 개의 중소기업체가 밀집되어 있고, 세계 4대 안경생산 지역인 3공단의 제조업분야 전국 최초 안경
특구 지정 ",http://www.buk.daegu.kr/index.do?menu_id=00000128,Buk-gu,북구청,https://www.buk.daegu.kr/index.do?menu_id=00000101,수리부엉이,https://www.buk.daegu.kr/index.do?menu_id=00000253,(41590) 대구광역시 북구 옥산로 65(침산동),https://www.buk.daegu.kr/,93.98,"418,563","북구는 대구광역시 북부에 있으며 동쪽은 동구, 서쪽은 칠곡군, 남쪽은 달성군·서구·중구, 북쪽은 칠곡군에 접한다. 면적 95.53㎢. 인구 45만 3367명이고 현재 24개 행정동으로 되어 있다.

북구지역은 신라시대에는 대구현·팔거리현, 후삼국 정립기에는 대구현·팔리현, 조선시대에 는 팔리현의 영역에 위치하였다. 1938년 경북 달성군 성북면에 속하였던 4개 동으로 북구출장소가 신설되었고, 1963년 달성군 공산면의 동변동과 서변동을 편입하여 대구시 북구로 승격하였다. 1981년 대구직할시 승격과 함께 칠곡군 칠곡읍을 편입하여 칠곡출장소를 설치, 1996년 칠곡출장소를 강북출장소로 명칭을 변경하였고, 1998년 강북출장소를 폐지하였다.
",목백일홍,http://www.buk.daegu.kr/index.do?menu_id=00000195,Y,http://www.bukgucouncil.daegu.kr,1,구청장,http://www.buk.daegu.kr/mayor/index.do,부키(BOOKEY)
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://www.suseong.kr/tour/index.do,대구광역시 수성구,은행나무,https://www.suseong.kr/index.do?menu_id=00040094&servletPath=%2Findex.do,,김대권,대구광역시 수성구,https://www.suseong.kr/index.do?menu_id=00041667&servletPath=%2Findex.do,2726000000,"1. 대구의 중추기능이 밀집된 행정, 교육,금융, 방송의 중심지역

2. 도로, 교통, 공원 등이 조화를 이룬 대구 제일의 쾌적한 주거지역

3. 세계적인 문화. 레포츠, 관광의 메카로 도약하는 명품 도시지역 ",https://www.daegu.go.kr/public/index.do?menu_id=00939680,Suseong-gu,수성구청,https://www.suseong.kr/index.do?menu_id=00000570&servletPath=%252Findex.do,왜가리,http://www.suseong.kr/index.do?menu_id=00000177,&#40;42086&#41; 대구광역시 수성구 달구벌대로 2450,http://www.suseong.kr,76.53,"408,260","수성구는 대구광역시 동남부에 있으며? 동쪽은 경산시, 서쪽은 중구·남구, 남쪽은 달성군, 북쪽은 동구에 접한다. 면적 76.46㎢. 인구 45만 6196명이고 현재 23개 행정동으로 되어 있다.



신라시대 위화군·수창군이라 불리던 수성구 지역은 고려 초에 수성군으로 바뀌어 경주부에 속했고 조선시대 대구부에 합속되었다. 1910년 대구부에 병합되었다가 1914년 달성구 수성면이 되었고, 1938년 대구부 동부출장소 관할구역이 되었으며, 1963년 구제실시에 따라 대구시 동구에 속하였다. 수성구는 1980년 동구에서 분구되어 신설되었고 1981년 직할시로 승격하면서 경산군 고산면을 편입하였다. 1987년 가천동 일부가 동구에 편입되었고 1995년 대구광역시 수성구가 되었다.

",장미,https://www.suseong.kr/?menu_id=00000063,Y,https://suseongcouncil.suseong.kr/,1,구청장,https://www.suseong.kr/mayor/index.do,물망이
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",https://www.dalseo.daegu.kr/tour/index.do,대구광역시 달서구,은행나무,https://dalseo.daegu.kr/index.do?menu_id=10000240,,이태훈,대구광역시 달서구,https://dalseo.daegu.kr/index.do?menu_id=10000201,2729000000,"1. 대구 신개발 중심지역으로 구마고속도로가 통과하고 경부·중앙·88고속도로가 연결되는 교통의 요충지로 무한한 성장·잠재력이 있는 지역
2. 국토 동남권 최대규모의 첨단산업단지인 성서공단이 위치하여 대구경제의 중추적 역할담당(GRDP 46%)？ 지하철 역세권 및 월배 신도시 개발 등 성장 잠재력이 풍부한 지역
3. 문화예술회관,수목원,이월드,성당못,선사유적공원,두류공원 야외음악당 등 위락·휴양·문화시설을 고루 갖춘 사람과 자연이 어우러진 살맛나는 매력도시",https://dalseo.daegu.kr/index.do?menu_id=10000140,Dalseo District,달서구청,https://www.dalseo.daegu.kr/index.do?menu_id=10000114,비둘기,https://dalseo.daegu.kr/index.do?menu_id=10000301,"(42731) 대구광역시 달서구 학산로 45
(월성동 281)",https://www.dalseo.daegu.kr/,62.34,"526,576","달서구는 동경 128。, 북위 35。에 위치하고 있으며, 해발평균 40m~60m로 온대기후에 속하며, 동쪽은 남구 대명동, 서쪽으로는 달성군 다사읍 ․ 고령군 다산면, 남쪽으로는 달성군 가창면 · 화원읍, 북쪽으로는 달구벌 대로를 경계로 서구 내당동과 접경하고 있다. 달서구의 면적은 62.34㎢(시 전체의 7.0%)로 인구는 606,061명이고 행정구역은 22개동을 관할하고 있다.(2015. 8월 기준)

달서구(達西區)는 대구 신개발 중심지역으로  경부·중앙·중부내륙고속도로지선·88고속도로가 연결되는 교통의 요충지로서 향후 낙동강변 도로가 건설될 예정으로 있으며, 지하철 1호선의 기점과 지하철 2호선의 통과지점으로 무한한 성장·잠재력이 있는 지역이다.

특히, 1988년 월성지구를 시작으로 상인·성서·대곡·용산·장기지구 등 대단위 아파트단지가 조성되면서 인구가 급증하고 있으며, 국토 동남권 최대규모의 첨단산업단지인 성서공단이 위치하여 대구경제의 중추적 역할을 담당하고 있다.

또한 달서구(達西區)에는 문화예술회관, 83타워, 이월드, 성당못, 선사유적공원 등이 있으며, 두류공원내 야외공연장이 있어 위락·휴양·문화시설을 고루 갖춘 대구의 신중심 도시로 변모하고 있다.",장미, https://dalseo.daegu.kr/?menu_id=10000102,Y,https://www.dalseocouncil.daegu.kr/,1,구청장,https://dalseo.daegu.kr/ceo/index.do,"깨돌이, 친순이, 멋동이"
"{'date': 6, 'day': 2, 'hours': 10, 'minutes': 19, 'month': 1, 'nanos': 0, 'seconds': 30, 'time': 1707182370000, 'timezoneOffset': -540, 'year': 124}",http://www.dalseong.daegu.kr/culture/index.do,대구광역시 달성군,이팝나무,http://dalseong.daegu.kr/index.do?menu_id=00000268,,최재훈,대구광역시 달성군,https://www.dalseong.daegu.kr/index.do?menu_id=00005141&servletPath=%2Findex.do,2771000000,"1. 선사 이래의 유구한 역사와 유, 불교문화가 살아 숨쉬는 충,효와 전통의 고장

2. 경부, 구마,88고속도로와 국도 5호선 등이 통과하는 교통의 요충지

3. 달성 2차산업단지 조성 및 대구테크노 폴리스 조성 등으로 첨단과학기술 중심도시로 탈바꿈하는 중임 ",https://dalseong.daegu.kr/index.do?menu_id=00005020,Dalseong-gun,달성군청,http://www.dalseong.daegu.kr/index.do?menu_id=00000824,두루미,https://www.dalseong.daegu.kr/index.do?menu_id=00000258,&#40;42974&#41; 대구광역시 달성군 논공읍 달성군청로 33 &#40;금포리 1313&#41;,http://www.dalseong.daegu.kr,426.68,"261,808","달성군은 대구광역시 남부에 위치하며 동쪽은 청도군·경산시와 접하고, 서쪽은 낙동강을 경계로 고령군, 남쪽은 경상남도 창녕군과 접하고 있다. 면적 427.04㎢, 인구 17만 6135명이고 행정구역은 현재 3개 읍, 6개 면, 227개리 로 되어 있다.



1895년&#40;고종 32&#41; 달성군지역은 대구부 대구군과 현풍군으로 나누어졌고 이듬해 경상북도에 속하게 되었다. 1914년 대구의 시가지가 대구부로 승격되면서 대구군의 나머지 지역과 현풍군이 통폐합되어 달성군으로 되었다. 1958년 동촌·공산·가창·월배면이 대구로 편입되었다가 1963년 동촌을 제외한 4면이 환원되었고, 1981년 월배읍·성서읍·공산면이 다시 대구로 편입되었다. 1995년 대구광역시에 편입되었다. 1996년 논공면이 논공읍으로 승격, 2개읍 7개면을 1997년 다사면의 다사읍으로 승격하여 3개읍 6개면을 관할하게 되었다.

",참꽃,http://www.dalseong.daegu.kr/index.do?menu_id=00000193,Y,http://council.dalseong.go.kr,1,군수,https://www.dalseong.daegu.kr/mayor/index.do,비슬이
